"","Count","Poverty%","Insured","Population","NameR","StateR","RaceR"
"887",98,17.2,89.4,6715984,5,24,2
"888",0,17.2,89.4,6715984,6,24,0
"889",0,17.2,89.4,6715984,6,24,4
"890",33,17.2,89.4,6715984,6,24,2
"891",39,16.7,81.4,28304596,0,47,4
"892",157,16.7,81.4,28304596,0,47,1
"893",1026,16.7,81.4,28304596,0,47,2
"894",23,16.7,81.4,28304596,0,47,3
"895",90,16.7,81.4,28304596,1,47,4
"896",329,16.7,81.4,28304596,1,47,1
"897",2555,16.7,81.4,28304596,1,47,2
"898",35,16.7,81.4,28304596,1,47,3
"899",36,16.7,81.4,28304596,2,47,1
"900",162,16.7,81.4,28304596,2,47,2
"901",48,16.7,81.4,28304596,3,47,4
"902",149,16.7,81.4,28304596,3,47,1
"903",1299,16.7,81.4,28304596,3,47,2
"904",0,16.7,81.4,28304596,4,47,0
"905",0,16.7,81.4,28304596,4,47,4
"906",76,16.7,81.4,28304596,4,47,2
"907",0,16.7,81.4,28304596,5,47,0
"908",16,16.7,81.4,28304596,5,47,1
"909",214,16.7,81.4,28304596,5,47,2
"910",0,16.7,81.4,28304596,6,47,0
"911",111,16.7,81.4,28304596,6,47,2
"912",0,11.7,90.3,3101833,0,25,1
"913",61,11.7,90.3,3101833,0,25,2
"914",0,11.7,90.3,3101833,0,25,3
"915",348,11.7,90.3,3101833,1,25,2
"916",0,11.7,90.3,3101833,2,25,0
"917",0,11.7,90.3,3101833,2,25,4
"918",0,11.7,90.3,3101833,2,25,1
"919",0,11.7,90.3,3101833,2,25,3
"920",0,11.7,90.3,3101833,3,25,0
"921",0,11.7,90.3,3101833,3,25,1
"922",152,11.7,90.3,3101833,3,25,2
"923",0,11.7,90.3,3101833,3,25,3
"924",0,11.7,90.3,3101833,4,25,0
"925",0,11.7,90.3,3101833,4,25,4
"926",0,11.7,90.3,3101833,4,25,1
"927",0,11.7,90.3,3101833,4,25,3
"928",0,11.7,90.3,3101833,5,25,0
"929",0,11.7,90.3,3101833,5,25,4
"930",0,11.7,90.3,3101833,5,25,1
"931",25,11.7,90.3,3101833,5,25,2
"932",0,11.7,90.3,3101833,5,25,3
"933",0,11.7,90.3,3101833,6,25,0
"934",0,11.7,90.3,3101833,6,25,1
"935",0,11.7,90.3,3101833,6,25,3
"936",0,11.6,95.3,623657,0,48,0
"937",0,11.6,95.3,623657,0,48,4
"938",0,11.6,95.3,623657,0,48,3
"939",0,11.6,95.3,623657,1,48,0
"940",0,11.6,95.3,623657,1,48,4
"941",159,11.6,95.3,623657,1,48,2
"942",0,11.6,95.3,623657,1,48,3
"943",0,11.6,95.3,623657,2,48,0
"944",0,11.6,95.3,623657,2,48,4
"945",0,11.6,95.3,623657,2,48,1
"946",0,11.6,95.3,623657,2,48,3
"947",0,11.6,95.3,623657,3,48,0
"948",0,11.6,95.3,623657,3,48,1
"949",44,11.6,95.3,623657,3,48,2
"950",0,11.6,95.3,623657,3,48,3
"951",0,11.6,95.3,623657,4,48,0
"952",0,11.6,95.3,623657,4,48,4
"953",0,11.6,95.3,623657,4,48,1
"954",0,11.6,95.3,623657,4,48,2
"955",0,11.6,95.3,623657,4,48,3
"956",0,11.6,95.3,623657,5,48,0
"957",0,11.6,95.3,623657,5,48,4
"958",0,11.6,95.3,623657,5,48,1
"959",0,11.6,95.3,623657,5,48,3
"960",0,11.6,95.3,623657,6,48,0
"961",0,11.6,95.3,623657,6,48,4
"962",0,11.6,95.3,623657,6,48,1
"963",0,11.6,95.3,623657,6,48,3
"964",65,11.4,90.1,8470020,0,26,1
"965",166,11.4,90.1,8470020,0,26,2
"966",16,11.4,90.1,8470020,0,26,3
"967",57,11.4,90.1,8470020,1,26,4
"968",240,11.4,90.1,8470020,1,26,1
"969",925,11.4,90.1,8470020,1,26,2
"970",77,11.4,90.1,8470020,1,26,3
"971",0,11.4,90.1,8470020,2,26,0
"972",21,11.4,90.1,8470020,2,26,1
"973",27,11.4,90.1,8470020,2,26,2
"974",23,11.4,90.1,8470020,3,26,4
"975",84,11.4,90.1,8470020,3,26,1
"976",430,11.4,90.1,8470020,3,26,2
"977",0,11.4,90.1,8470020,4,26,0
"978",26,11.4,90.1,8470020,4,26,2
"979",0,11.4,90.1,8470020,5,26,0
"980",94,11.4,90.1,8470020,5,26,2
"981",58,11.4,90.1,8470020,6,26,2
"982",26,12.7,93.1,7405743,0,49,4
"983",194,12.7,93.1,7405743,0,49,2
"984",0,12.7,93.1,7405743,0,49,3
"985",18,12.7,93.1,7405743,1,49,0
"986",66,12.7,93.1,7405743,1,49,4
"987",32,12.7,93.1,7405743,1,49,1
"988",988,12.7,93.1,7405743,1,49,2
"989",0,12.7,93.1,7405743,2,49,0
"990",17,12.7,93.1,7405743,2,49,2
"991",0,12.7,93.1,7405743,2,49,3
"992",33,12.7,93.1,7405743,3,49,4
"993",423,12.7,93.1,7405743,3,49,2
"994",0,12.7,93.1,7405743,4,49,0
"995",0,12.7,93.1,7405743,4,49,1
"996",34,12.7,93.1,7405743,4,49,2
"997",0,12.7,93.1,7405743,4,49,3
"998",110,12.7,93.1,7405743,5,49,2
"999",0,12.7,93.1,7405743,5,49,3
"1000",85,12.7,93.1,7405743,6,49,2
"1001",0,17.7,93.5,1815857,0,27,0
"1002",0,17.7,93.5,1815857,0,27,4
"1003",0,17.7,93.5,1815857,0,27,1
"1004",72,17.7,93.5,1815857,0,27,2
"1005",376,17.7,93.5,1815857,1,27,2
"1006",0,17.7,93.5,1815857,2,27,0
"1007",0,17.7,93.5,1815857,2,27,4
"1008",16,17.7,93.5,1815857,2,27,2
"1009",0,17.7,93.5,1815857,3,27,0
"1010",0,17.7,93.5,1815857,3,27,4
"1011",156,17.7,93.5,1815857,3,27,2
"1012",0,17.7,93.5,1815857,3,27,3
"1013",0,17.7,93.5,1815857,4,27,0
"1014",0,17.7,93.5,1815857,4,27,4
"1015",0,17.7,93.5,1815857,4,27,1
"1016",0,17.7,93.5,1815857,4,27,3
"1017",0,17.7,93.5,1815857,5,27,0
"1018",0,17.7,93.5,1815857,5,27,4
"1019",50,17.7,93.5,1815857,5,27,2
"1020",0,17.7,93.5,1815857,5,27,3
"1021",0,17.7,93.5,1815857,6,27,0
"1022",0,17.7,93.5,1815857,6,27,4
"1023",0,17.7,93.5,1815857,6,27,1
"1024",0,17.7,93.5,1815857,6,27,3
"1025",27,12.7,93.7,5795483,0,50,1
"1026",176,12.7,93.7,5795483,0,50,2
"1027",50,12.7,93.7,5795483,1,50,1
"1028",1118,12.7,93.7,5795483,1,50,2
"1029",0,12.7,93.7,5795483,2,50,0
"1030",35,12.7,93.7,5795483,2,50,2
"1031",0,12.7,93.7,5795483,3,50,0
"1032",396,12.7,93.7,5795483,3,50,2
"1033",0,12.7,93.7,5795483,4,50,0
"1034",0,12.7,93.7,5795483,4,50,4
"1035",0,12.7,93.7,5795483,4,50,1
"1036",16,12.7,93.7,5795483,4,50,2
"1037",0,12.7,93.7,5795483,4,50,3
"1038",0,12.7,93.7,5795483,5,50,0
"1039",0,12.7,93.7,5795483,5,50,4
"1040",0,12.7,93.7,5795483,5,50,1
"1041",106,12.7,93.7,5795483,5,50,2
"1042",0,12.7,93.7,5795483,5,50,3
"1043",0,12.7,93.7,5795483,6,50,0
"1044",0,12.7,93.7,5795483,6,50,4
"1045",45,12.7,93.7,5795483,6,50,2
"1046",0,12.7,93.7,5795483,6,50,3
"1047",0,11.6,86.6,579315,0,28,0
"1048",0,11.6,86.6,579315,0,28,4
"1049",0,11.6,86.6,579315,0,28,1
"1050",0,11.6,86.6,579315,0,28,3
"1051",0,11.6,86.6,579315,1,28,4
"1052",78,11.6,86.6,579315,1,28,2
"1053",0,11.6,86.6,579315,1,28,3
"1054",0,11.6,86.6,579315,2,28,0
"1055",0,11.6,86.6,579315,2,28,4
"1056",0,11.6,86.6,579315,2,28,1
"1057",0,11.6,86.6,579315,2,28,3
"1058",0,11.6,86.6,579315,3,28,0
"1059",0,11.6,86.6,579315,3,28,4
"1060",0,11.6,86.6,579315,3,28,1
"1061",39,11.6,86.6,579315,3,28,2
"1062",0,11.6,86.6,579315,3,28,3
"1063",0,11.6,86.6,579315,4,28,0
"1064",0,11.6,86.6,579315,4,28,4
"1065",0,11.6,86.6,579315,4,28,1
"1066",0,11.6,86.6,579315,4,28,2
"1067",0,11.6,86.6,579315,4,28,3
"1068",0,11.6,86.6,579315,5,28,0
"1069",0,11.6,86.6,579315,5,28,4
"1070",0,11.6,86.6,579315,5,28,1
"1071",0,11.6,86.6,579315,5,28,3
"1072",0,11.6,86.6,579315,6,28,0
"1073",0,11.6,86.6,579315,6,28,4
"1074",0,11.6,86.6,579315,6,28,1
"1075",0,11.6,86.6,579315,6,28,3
